ID Consumidor	G�nero	Estado civil	Pets	Bairro
6227	F	Casado(a)	3	Guaianases
6228	M	Solteiro(a)	3	Guaianases
6230	F	Solteiro(a)	4	Cidade tiradentes
6232	F	Casado(a)	1	Itaquera
6233	F	Solteiro(a)	3	Guaianases
6236	F	Casado(a)	1	Cidade tiradentes
6237	F	Solteiro(a)	3	Itaquera
6239	F	Casado(a)	1	Cidade tiradentes
6240	M	Solteiro(a)	4	S�o Miguel Paulista
6245	M	Casado(a)	3	S�o Miguel Paulista
6248	F	Casado(a)	3	Guaianases
6251	M	Solteiro(a)	4	Cidade tiradentes
6253	F	Casado(a)	4	Itaquera
6254	F	Solteiro(a)	3	Itaquera
6256	M	Casado(a)	1	Cidade tiradentes
6259	F	Solteiro(a)	5	Cidade tiradentes
6260	F	Solteiro(a)	4	Guaianases
6261	M	Casado(a)	5	Itaquera
6262	F	Casado(a)	4	Guaianases
6263	F	Solteiro(a)	1	S�o Miguel Paulista
6265	F	Solteiro(a)	2	S�o Miguel Paulista
6266	M	Solteiro(a)	1	Itaquera
6271	M	Solteiro(a)	1	Cidade tiradentes
6272	F	Solteiro(a)	1	Cidade tiradentes
6273	M	Solteiro(a)	2	Guaianases
6274	M	Solteiro(a)	1	Guaianases
6283	F	Solteiro(a)	4	Itaquera
6284	F	Casado(a)	5	Itaquera
6287	M	Solteiro(a)	3	Cidade tiradentes
6288	F	Solteiro(a)	1	Itaquera
6289	M	Solteiro(a)	1	Cidade tiradentes
6291	F	Solteiro(a)	1	Guaianases
6297	F	Solteiro(a)	2	Itaquera
6299	F	Casado(a)	5	Itaquera
6301	F	Casado(a)	1	Itaquera
6304	F	Casado(a)	1	Cidade tiradentes
6305	F	Solteiro(a)	1	S�o Miguel Paulista
6306	F	Solteiro(a)	2	Itaquera
6307	F	Casado(a)	4	Guaianases
6309	M	Casado(a)	3	Vila Prudente
6311	M	Solteiro(a)	2	Guaianases
6313	F	Casado(a)	1	Itaquera
6315	F	Solteiro(a)	5	Vila Prudente
6317	F	Casado(a)	4	Cidade tiradentes
6318	F	Solteiro(a)	1	Itaquera
6319	M	Solteiro(a)	1	Vila Prudente
6320	M	Casado(a)	2	Guaianases
6321	M	Solteiro(a)	5	Vila Prudente
6324	F	Solteiro(a)	3	S�o Miguel Paulista
6328	F	Casado(a)	4	Itaquera
6334	F	Casado(a)	1	S�o Miguel Paulista
6339	F	Solteiro(a)	1	S�o Miguel Paulista
6341	F	Solteiro(a)	2	Guaianases
6344	F	Solteiro(a)	1	S�o Miguel Paulista
6346	M	Solteiro(a)	3	S�o Miguel Paulista
6347	F	Casado(a)	5	Itaquera
6348	M	Casado(a)	2	Guaianases
6350	F	Casado(a)	2	Itaquera
6352	M	Solteiro(a)	3	Itaquera
6353	M	Casado(a)	3	Guaianases
6354	M	Casado(a)	2	Cidade tiradentes
6355	M	Casado(a)	4	Itaquera
6358	F	Solteiro(a)	3	S�o Miguel Paulista
6359	F	Solteiro(a)	2	Itaquera
6361	F	Casado(a)	2	Cidade tiradentes
6362	F	Solteiro(a)	4	Vila Prudente
6367	F	Solteiro(a)	1	Guaianases
6369	F	Solteiro(a)	2	S�o Miguel Paulista
6372	M	Casado(a)	1	Itaquera
6375	M	Solteiro(a)	2	Cidade tiradentes
6382	F	Casado(a)	1	Cidade tiradentes
6383	M	Solteiro(a)	4	Vila Prudente
6387	F	Solteiro(a)	5	Cidade tiradentes
6388	F	Solteiro(a)	2	Guaianases
6394	M	Casado(a)	3	Cidade tiradentes
6395	M	Casado(a)	1	Itaquera
6398	F	Solteiro(a)	1	Guaianases
6399	F	Solteiro(a)	3	Itaquera
6400	M	Casado(a)	3	Cidade tiradentes
6402	F	Solteiro(a)	3	Cidade tiradentes
6406	M	Casado(a)	2	Guaianases
6408	F	Solteiro(a)	1	Guaianases
6414	M	Casado(a)	1	Guaianases
6415	M	Solteiro(a)	2	S�o Miguel Paulista
6417	M	Solteiro(a)	2	Itaquera
6421	F	Casado(a)	3	Itaquera
6423	F	Solteiro(a)	4	Itaquera
6424	F	Solteiro(a)	5	Cidade tiradentes
6425	M	Casado(a)	3	Vila Prudente
6428	M	Solteiro(a)	4	Vila Prudente
6429	M	Solteiro(a)	5	Cidade tiradentes
6432	F	Solteiro(a)	1	Guaianases
6433	F	Solteiro(a)	1	Itaquera
6434	F	Casado(a)	5	Vila Prudente
6439	F	Solteiro(a)	3	Itaquera
6440	M	Solteiro(a)	1	Cidade tiradentes
6442	F	Casado(a)	2	Cidade tiradentes
6444	M	Solteiro(a)	5	Cidade tiradentes
6446	F	Solteiro(a)	5	Cidade tiradentes
6452	F	Casado(a)	3	Guaianases
6454	F	Solteiro(a)	1	Itaquera
6457	F	Solteiro(a)	2	Itaquera
6459	M	Casado(a)	4	Guaianases
6460	M	Casado(a)	2	Guaianases
6461	F	Casado(a)	1	Cidade tiradentes
6462	M	Solteiro(a)	1	Itaquera
6464	M	Solteiro(a)	3	Cidade tiradentes
6465	F	Solteiro(a)	4	Cidade tiradentes
6466	F	Casado(a)	3	Itaquera
6468	F	Casado(a)	5	Vila Prudente
6469	M	Solteiro(a)	1	Cidade tiradentes
6471	F	Casado(a)	1	Itaquera
6472	F	Solteiro(a)	1	Itaquera
6478	M	Solteiro(a)	1	Itaquera
6480	F	Casado(a)	1	Guaianases
6484	M	Solteiro(a)	3	Vila Prudente
6488	F	Solteiro(a)	1	Itaquera
6490	M	Solteiro(a)	4	Itaquera
6494	M	Solteiro(a)	1	Cidade tiradentes
6495	F	Solteiro(a)	2	Vila Prudente
6496	M	Casado(a)	5	Guaianases
6499	F	Casado(a)	3	Itaquera
6501	F	Solteiro(a)	5	Guaianases
6504	M	Solteiro(a)	1	Vila Prudente
6505	M	Solteiro(a)	2	Itaquera
6507	F	Solteiro(a)	1	Vila Prudente
6508	M	Casado(a)	1	S�o Miguel Paulista
6510	F	Casado(a)	1	Itaquera
6511	M	Casado(a)	5	Itaquera
6516	M	Solteiro(a)	2	Itaquera
6518	M	Casado(a)	3	Cidade tiradentes
6520	F	Casado(a)	1	Vila Prudente
6522	F	Solteiro(a)	2	Itaquera
6523	M	Solteiro(a)	1	Guaianases
6524	M	Solteiro(a)	3	Itaquera
6525	M	Casado(a)	1	S�o Miguel Paulista
6527	F	Solteiro(a)	5	Guaianases
6528	F	Casado(a)	5	Itaquera
6529	M	Casado(a)	1	Itaquera
6530	M	Solteiro(a)	1	Itaquera
6531	F	Solteiro(a)	1	Itaquera
6533	F	Solteiro(a)	4	Cidade tiradentes
6534	F	Casado(a)	2	Guaianases
6536	F	Solteiro(a)	2	S�o Miguel Paulista
6537	F	Solteiro(a)	1	Itaquera
6541	F	Solteiro(a)	1	S�o Miguel Paulista
6542	M	Casado(a)	4	Itaquera
6544	F	Solteiro(a)	1	Itaquera
6547	F	Casado(a)	2	Itaquera
6551	F	Solteiro(a)	4	Guaianases
6553	M	Solteiro(a)	4	Guaianases
6554	F	Casado(a)	1	Itaquera
6557	M	Solteiro(a)	1	Guaianases
6558	F	Solteiro(a)	2	Cidade tiradentes
6559	M	Solteiro(a)	3	Guaianases
6560	F	Solteiro(a)	5	Itaquera
6563	F	Solteiro(a)	4	S�o Miguel Paulista
6564	F	Casado(a)	3	Itaquera
6565	F	Solteiro(a)	1	Itaquera
6566	M	Casado(a)	1	Cidade tiradentes
6567	F	Solteiro(a)	4	Itaquera
6569	M	Casado(a)	2	Cidade tiradentes
6570	F	Solteiro(a)	3	Guaianases
6571	F	Solteiro(a)	1	Guaianases
6572	M	Solteiro(a)	1	Guaianases
6573	F	Casado(a)	5	Guaianases
6574	F	Casado(a)	1	Itaquera
6581	F	Solteiro(a)	2	Vila Prudente
6582	F	Casado(a)	2	Cidade tiradentes
6584	F	Casado(a)	4	Itaquera
6587	M	Casado(a)	5	Cidade tiradentes
6589	F	Solteiro(a)	1	Itaquera
6590	F	Casado(a)	1	Itaquera
6592	F	Solteiro(a)	4	Itaquera
6593	M	Solteiro(a)	2	Cidade tiradentes
6595	F	Casado(a)	1	Vila Prudente
6597	F	Casado(a)	2	S�o Miguel Paulista
6598	F	Solteiro(a)	2	Guaianases
6600	F	Casado(a)	1	Cidade tiradentes
6603	F	Casado(a)	5	Cidade tiradentes
6604	F	Solteiro(a)	1	S�o Miguel Paulista
6607	M	Solteiro(a)	2	Itaquera
6608	M	Solteiro(a)	2	Cidade tiradentes
6609	M	Solteiro(a)	2	Itaquera
6615	F	Casado(a)	2	Cidade tiradentes
6616	M	Solteiro(a)	4	Guaianases
6617	F	Casado(a)	2	Itaquera
6618	F	Casado(a)	4	Cidade tiradentes
6621	M	Casado(a)	5	Itaquera
6628	F	Solteiro(a)	2	Cidade tiradentes
6629	F	Solteiro(a)	4	Vila Prudente
6630	F	Solteiro(a)	1	Guaianases
6631	M	Casado(a)	3	S�o Miguel Paulista
6632	M	Solteiro(a)	1	Cidade tiradentes
6634	F	Solteiro(a)	2	Itaquera
6635	F	Casado(a)	1	Guaianases
6640	M	Solteiro(a)	1	Guaianases
6641	M	Solteiro(a)	1	Guaianases
6642	M	Casado(a)	2	Guaianases
6644	M	Solteiro(a)	1	Vila Prudente
6645	F	Solteiro(a)	2	Guaianases
6646	F	Solteiro(a)	2	Itaquera
6647	M	Solteiro(a)	3	Itaquera
6651	M	Solteiro(a)	1	Guaianases
6652	F	Casado(a)	3	Guaianases
6654	F	Solteiro(a)	1	Guaianases
6655	F	Solteiro(a)	4	Guaianases
6659	F	Casado(a)	5	Itaquera
6665	M	Casado(a)	5	Itaquera
6666	M	Solteiro(a)	3	Itaquera
6669	M	Casado(a)	4	Guaianases
6670	M	Solteiro(a)	2	Cidade tiradentes
6675	M	Casado(a)	5	Vila Prudente
6677	F	Casado(a)	4	Cidade tiradentes
6679	M	Solteiro(a)	1	Cidade tiradentes
6681	M	Casado(a)	3	Itaquera
6683	F	Casado(a)	5	Itaquera
6684	M	Solteiro(a)	4	Vila Prudente
6685	M	Casado(a)	1	S�o Miguel Paulista
6687	M	Solteiro(a)	3	Itaquera
6689	M	Solteiro(a)	1	Cidade tiradentes
6690	F	Casado(a)	2	Itaquera
6692	M	Solteiro(a)	4	Guaianases
6693	F	Casado(a)	2	Cidade tiradentes
6695	M	Casado(a)	1	Vila Prudente
6696	F	Casado(a)	3	Cidade tiradentes
6698	M	Casado(a)	1	Itaquera
6702	F	Casado(a)	1	Cidade tiradentes
6703	M	Solteiro(a)	5	Guaianases
6708	F	Casado(a)	4	Guaianases
6709	M	Solteiro(a)	1	Guaianases
6710	F	Casado(a)	1	Itaquera
6712	M	Casado(a)	3	Guaianases
6713	M	Casado(a)	2	Itaquera
6714	F	Solteiro(a)	3	S�o Miguel Paulista
6715	M	Solteiro(a)	5	Itaquera
6717	F	Solteiro(a)	1	Cidade tiradentes
6720	M	Casado(a)	3	Itaquera
6722	M	Solteiro(a)	1	Cidade tiradentes
6726	F	Solteiro(a)	3	S�o Miguel Paulista
6729	M	Casado(a)	1	Itaquera
6730	M	Casado(a)	2	Itaquera
6732	F	Casado(a)	1	Cidade tiradentes
6733	F	Solteiro(a)	1	Itaquera
6736	F	Solteiro(a)	1	Itaquera
6739	F	Solteiro(a)	2	Guaianases
6741	F	Casado(a)	5	Guaianases
6744	M	Casado(a)	4	Itaquera
6746	M	Casado(a)	4	Cidade tiradentes
6749	M	Solteiro(a)	4	Cidade tiradentes
6750	M	Casado(a)	1	Cidade tiradentes
6751	F	Casado(a)	2	Vila Prudente
6754	M	Casado(a)	1	Cidade tiradentes
6757	M	Casado(a)	1	Cidade tiradentes
6759	M	Solteiro(a)	1	Vila Prudente
6760	F	Casado(a)	2	Itaquera
6761	F	Solteiro(a)	4	Guaianases
6762	M	Casado(a)	1	Cidade tiradentes
6766	M	Solteiro(a)	2	Guaianases
6769	F	Solteiro(a)	2	Cidade tiradentes
6771	F	Casado(a)	3	Itaquera
6772	M	Solteiro(a)	2	Guaianases
6774	M	Casado(a)	3	S�o Miguel Paulista
6775	F	Solteiro(a)	4	Itaquera
6779	M	Solteiro(a)	1	Cidade tiradentes
6780	M	Casado(a)	3	S�o Miguel Paulista
6782	M	Solteiro(a)	5	Cidade tiradentes
6785	F	Solteiro(a)	1	Cidade tiradentes
6787	M	Solteiro(a)	3	Cidade tiradentes
6788	F	Casado(a)	1	Cidade tiradentes
6791	M	Solteiro(a)	1	S�o Miguel Paulista
6792	M	Casado(a)	4	Itaquera
6793	F	Casado(a)	3	Itaquera
6799	M	Solteiro(a)	2	Itaquera
6800	F	Casado(a)	1	Guaianases
6804	M	Solteiro(a)	2	Cidade tiradentes
6805	M	Casado(a)	1	Cidade tiradentes
6806	M	Solteiro(a)	4	Cidade tiradentes
6807	F	Casado(a)	4	Itaquera
6808	F	Casado(a)	3	Itaquera
6810	M	Casado(a)	2	S�o Miguel Paulista
6812	F	Solteiro(a)	3	S�o Miguel Paulista
6814	M	Casado(a)	1	Vila Prudente
6816	M	Casado(a)	3	Guaianases
6818	M	Solteiro(a)	5	Cidade tiradentes
6821	M	Casado(a)	3	Cidade tiradentes
6822	F	Solteiro(a)	5	Guaianases
6824	M	Casado(a)	4	Guaianases
6825	M	Casado(a)	3	S�o Miguel Paulista
6829	M	Solteiro(a)	1	Guaianases
6832	M	Solteiro(a)	2	Guaianases
6835	M	Casado(a)	2	Guaianases
6836	M	Solteiro(a)	1	Itaquera
6837	F	Solteiro(a)	2	Cidade tiradentes
6838	F	Solteiro(a)	2	Itaquera
6841	M	Casado(a)	5	Guaianases
6842	F	Casado(a)	4	Guaianases
6843	M	Casado(a)	3	Itaquera
6844	M	Solteiro(a)	2	Guaianases
6845	F	Casado(a)	4	Itaquera
6846	M	Casado(a)	4	Itaquera
6847	M	Casado(a)	2	Cidade tiradentes
6849	F	Solteiro(a)	3	Itaquera
6850	M	Casado(a)	4	Itaquera
6851	M	Solteiro(a)	2	Itaquera
6854	M	Solteiro(a)	3	Itaquera
6855	M	Casado(a)	3	Cidade tiradentes
6861	M	Solteiro(a)	5	Guaianases
6863	M	Solteiro(a)	2	S�o Miguel Paulista
6864	F	Casado(a)	1	Itaquera
6865	M	Solteiro(a)	1	Guaianases
6866	F	Casado(a)	5	Itaquera
6870	M	Casado(a)	5	Itaquera
6876	M	Casado(a)	5	S�o Miguel Paulista
6877	M	Casado(a)	1	Guaianases
6880	F	Solteiro(a)	3	Itaquera
6882	M	Solteiro(a)	1	Cidade tiradentes
6886	F	Solteiro(a)	5	Cidade tiradentes
6888	M	Solteiro(a)	4	S�o Miguel Paulista
6890	F	Casado(a)	1	Vila Prudente
6892	F	Solteiro(a)	4	Cidade tiradentes
6893	F	Casado(a)	3	Itaquera
6895	F	Casado(a)	4	S�o Miguel Paulista
6896	M	Casado(a)	1	Cidade tiradentes
6897	F	Casado(a)	2	Cidade tiradentes
6902	F	Casado(a)	1	Itaquera
6904	M	Casado(a)	2	Itaquera
6905	M	Casado(a)	1	Cidade tiradentes
6909	M	Solteiro(a)	2	Cidade tiradentes
6910	F	Solteiro(a)	2	S�o Miguel Paulista
6912	F	Casado(a)	5	Guaianases
6914	M	Solteiro(a)	1	Cidade tiradentes
6915	F	Casado(a)	1	Cidade tiradentes
6916	M	Solteiro(a)	4	Cidade tiradentes
6922	F	Solteiro(a)	4	Itaquera
6923	M	Solteiro(a)	5	Cidade tiradentes
6924	F	Solteiro(a)	2	Guaianases
6925	M	Solteiro(a)	4	Guaianases
6927	M	Solteiro(a)	3	Cidade tiradentes
6929	M	Solteiro(a)	3	Guaianases
6930	M	Casado(a)	3	Guaianases
6931	F	Casado(a)	1	Cidade tiradentes
6932	F	Solteiro(a)	2	Itaquera
6933	M	Solteiro(a)	1	Itaquera
6934	F	Solteiro(a)	4	Guaianases
6936	F	Solteiro(a)	1	Itaquera
6937	F	Solteiro(a)	4	Guaianases
6938	F	Solteiro(a)	1	S�o Miguel Paulista
6940	M	Casado(a)	4	Itaquera
6941	M	Solteiro(a)	4	Itaquera
6944	M	Casado(a)	1	S�o Miguel Paulista
6945	M	Solteiro(a)	5	Itaquera
6947	F	Casado(a)	2	Guaianases
6948	M	Solteiro(a)	4	Guaianases
6949	M	Casado(a)	3	Itaquera
6950	F	Solteiro(a)	4	S�o Miguel Paulista
6951	M	Casado(a)	2	Itaquera
6956	F	Casado(a)	4	Itaquera
6957	F	Solteiro(a)	2	Guaianases
6958	M	Solteiro(a)	4	Cidade tiradentes
6960	F	Casado(a)	3	Itaquera
6961	M	Solteiro(a)	1	Cidade tiradentes
6962	F	Solteiro(a)	2	Cidade tiradentes
6964	M	Solteiro(a)	1	Cidade tiradentes
6966	M	Casado(a)	3	Guaianases
6968	M	Casado(a)	2	S�o Miguel Paulista
6970	M	Casado(a)	2	Cidade tiradentes
6971	M	Casado(a)	4	Cidade tiradentes
6972	M	Casado(a)	2	Guaianases
6974	M	Solteiro(a)	1	Vila Prudente
6975	M	Solteiro(a)	3	Cidade tiradentes
6977	M	Casado(a)	1	Guaianases
6982	M	Casado(a)	1	Itaquera
6992	M	Solteiro(a)	3	S�o Miguel Paulista
6995	M	Solteiro(a)	4	Guaianases
6997	F	Casado(a)	4	Itaquera
6998	M	Casado(a)	1	S�o Miguel Paulista
6999	M	Solteiro(a)	5	Guaianases
7000	F	Solteiro(a)	3	Cidade tiradentes
7001	M	Casado(a)	5	Guaianases
7002	M	Casado(a)	3	Guaianases
7003	F	Solteiro(a)	4	Itaquera
7006	M	Casado(a)	1	Itaquera
7011	M	Casado(a)	4	Cidade tiradentes
7012	M	Casado(a)	3	Itaquera
7013	F	Solteiro(a)	1	Cidade tiradentes
7014	M	Casado(a)	2	Guaianases
7015	M	Solteiro(a)	5	S�o Miguel Paulista
7016	F	Solteiro(a)	1	Guaianases
7018	M	Solteiro(a)	5	Itaquera
7031	F	Casado(a)	4	Guaianases
7032	M	Casado(a)	1	Vila Prudente
7033	F	Casado(a)	1	Itaquera
7035	F	Casado(a)	3	Itaquera
7039	M	Casado(a)	2	Cidade tiradentes
7046	F	Solteiro(a)	2	Itaquera
7051	F	Casado(a)	4	Guaianases
7052	F	Casado(a)	1	S�o Miguel Paulista
7055	M	Casado(a)	3	Guaianases
7056	F	Casado(a)	1	Guaianases
7059	M	Solteiro(a)	2	Itaquera
7060	M	Casado(a)	3	Itaquera
7061	M	Solteiro(a)	2	S�o Miguel Paulista
7063	F	Casado(a)	4	Guaianases
7065	F	Casado(a)	4	Itaquera
7066	F	Casado(a)	1	Vila Prudente
7068	F	Solteiro(a)	2	Guaianases
7069	F	Casado(a)	3	Guaianases
7072	F	Solteiro(a)	2	Guaianases
7074	F	Solteiro(a)	1	Cidade tiradentes
7075	F	Casado(a)	3	Itaquera
7076	F	Solteiro(a)	3	Itaquera
7079	F	Solteiro(a)	4	Guaianases
7081	M	Casado(a)	2	Itaquera
7085	F	Solteiro(a)	3	Guaianases
7087	M	Solteiro(a)	4	Cidade tiradentes
7095	M	Casado(a)	3	Guaianases
7097	M	Solteiro(a)	4	Cidade tiradentes
7099	M	Casado(a)	5	Itaquera
7101	F	Casado(a)	1	Itaquera
7103	F	Solteiro(a)	3	Itaquera
7104	F	Casado(a)	4	Cidade tiradentes
7105	M	Casado(a)	1	Guaianases
7106	F	Casado(a)	1	Guaianases
7107	M	Casado(a)	4	Cidade tiradentes
7109	M	Solteiro(a)	3	Guaianases
7110	M	Solteiro(a)	3	S�o Miguel Paulista
7112	M	Solteiro(a)	2	Guaianases
7113	F	Solteiro(a)	1	Cidade tiradentes
7116	M	Casado(a)	2	Cidade tiradentes
7117	M	Casado(a)	4	Itaquera
7120	M	Solteiro(a)	4	Itaquera
7121	F	Solteiro(a)	4	S�o Miguel Paulista
7123	F	Solteiro(a)	5	Guaianases
7124	F	Solteiro(a)	1	Itaquera
7127	M	Solteiro(a)	5	Itaquera
7128	F	Casado(a)	2	S�o Miguel Paulista
7129	M	Casado(a)	5	Itaquera
7131	M	Solteiro(a)	2	Guaianases
7132	F	Casado(a)	1	Itaquera
7133	F	Casado(a)	2	Vila Prudente
7134	F	Casado(a)	5	Guaianases
7139	M	Casado(a)	5	Itaquera
7140	M	Solteiro(a)	1	Guaianases
7141	M	Casado(a)	3	Itaquera
7146	F	Casado(a)	2	S�o Miguel Paulista
7147	F	Solteiro(a)	1	Vila Prudente
7148	M	Casado(a)	5	Itaquera
7149	F	Solteiro(a)	4	Itaquera
7151	M	Solteiro(a)	4	Guaianases
7152	M	Casado(a)	1	Guaianases
7153	M	Solteiro(a)	3	Guaianases
7154	F	Casado(a)	5	Guaianases
7155	F	Casado(a)	5	Cidade tiradentes
7158	M	Solteiro(a)	4	S�o Miguel Paulista
7164	M	Casado(a)	2	Cidade tiradentes
7166	M	Solteiro(a)	1	Cidade tiradentes
7169	F	Solteiro(a)	4	S�o Miguel Paulista
7171	M	Solteiro(a)	3	S�o Miguel Paulista
7173	M	Solteiro(a)	5	Vila Prudente
7175	M	Solteiro(a)	4	Cidade tiradentes
7176	M	Casado(a)	4	S�o Miguel Paulista
7178	F	Casado(a)	1	Guaianases
7180	M	Solteiro(a)	4	Guaianases
7181	F	Casado(a)	1	Itaquera
7182	F	Solteiro(a)	1	Itaquera
7185	M	Solteiro(a)	2	Guaianases
7189	F	Solteiro(a)	4	Itaquera
7190	M	Solteiro(a)	2	S�o Miguel Paulista
7193	M	Solteiro(a)	1	Itaquera
7195	F	Solteiro(a)	1	Cidade tiradentes
7201	F	Solteiro(a)	1	Itaquera
7202	F	Casado(a)	2	Guaianases
7203	M	Solteiro(a)	4	Itaquera
7204	M	Casado(a)	1	Guaianases
7206	F	Solteiro(a)	1	Itaquera
7207	M	Casado(a)	3	Itaquera
7209	F	Casado(a)	1	Guaianases
7213	F	Solteiro(a)	4	S�o Miguel Paulista
7215	F	Solteiro(a)	3	Guaianases
7216	F	Casado(a)	4	S�o Miguel Paulista
7218	F	Casado(a)	2	Itaquera
7220	M	Casado(a)	2	Guaianases
7221	F	Solteiro(a)	2	Cidade tiradentes
7223	F	Casado(a)	2	Itaquera
7224	M	Casado(a)	2	Itaquera
7227	M	Solteiro(a)	4	Cidade tiradentes
7231	M	Solteiro(a)	3	S�o Miguel Paulista
7232	M	Casado(a)	3	Guaianases
7234	F	Casado(a)	4	Guaianases
7236	F	Solteiro(a)	5	Guaianases
7237	M	Solteiro(a)	1	Cidade tiradentes
7238	M	Solteiro(a)	5	S�o Miguel Paulista
7239	M	Solteiro(a)	4	Guaianases
7240	M	Solteiro(a)	4	S�o Miguel Paulista
7241	M	Casado(a)	4	Itaquera
7242	M	Casado(a)	3	Guaianases
7243	F	Solteiro(a)	3	Itaquera
7245	F	Casado(a)	1	Cidade tiradentes
7246	M	Casado(a)	1	Itaquera
7247	M	Solteiro(a)	2	Guaianases
7250	M	Casado(a)	4	Itaquera
7252	F	Casado(a)	1	Itaquera
7255	M	Casado(a)	1	Guaianases
7257	M	Solteiro(a)	1	Itaquera
7261	M	Solteiro(a)	1	Guaianases
7262	F	Solteiro(a)	2	Itaquera
7263	M	Solteiro(a)	3	Guaianases
7266	F	Casado(a)	2	Guaianases
7267	F	Casado(a)	4	Cidade tiradentes
7268	F	Solteiro(a)	3	Itaquera
7269	F	Casado(a)	5	Itaquera
7274	F	Solteiro(a)	4	Itaquera
7275	F	Casado(a)	1	Itaquera
7276	M	Solteiro(a)	1	S�o Miguel Paulista
7279	F	Casado(a)	3	S�o Miguel Paulista
7281	F	Casado(a)	2	Itaquera
7282	F	Solteiro(a)	3	Itaquera
7283	F	Casado(a)	3	Itaquera
7286	M	Solteiro(a)	3	Cidade tiradentes
7287	F	Solteiro(a)	2	Guaianases
7292	F	Solteiro(a)	4	Itaquera
7293	M	Solteiro(a)	1	Vila Prudente
7297	F	Solteiro(a)	4	Guaianases
7298	F	Casado(a)	3	Guaianases
7300	F	Casado(a)	4	Itaquera
7301	M	Casado(a)	5	Guaianases
7304	M	Casado(a)	2	S�o Miguel Paulista
7305	F	Solteiro(a)	2	Guaianases
7306	F	Solteiro(a)	4	Itaquera
7307	M	Casado(a)	1	Cidade tiradentes
7308	M	Casado(a)	2	Cidade tiradentes
7310	M	Casado(a)	5	Guaianases
7312	F	Solteiro(a)	1	Guaianases
7315	F	Solteiro(a)	1	Cidade tiradentes
7319	M	Casado(a)	4	Itaquera
7321	M	Casado(a)	4	S�o Miguel Paulista
7322	F	Solteiro(a)	2	Cidade tiradentes
7323	M	Solteiro(a)	2	Guaianases
7324	F	Solteiro(a)	3	Cidade tiradentes
7328	F	Solteiro(a)	1	S�o Miguel Paulista
7331	F	Casado(a)	4	Guaianases
7332	F	Solteiro(a)	3	Cidade tiradentes
7336	M	Solteiro(a)	1	Vila Prudente
7337	M	Solteiro(a)	2	S�o Miguel Paulista
7338	F	Casado(a)	3	Guaianases
7341	M	Solteiro(a)	5	Guaianases
7342	M	Casado(a)	1	Cidade tiradentes
7343	F	Solteiro(a)	2	Itaquera
7348	M	Casado(a)	5	Guaianases
7352	F	Solteiro(a)	4	Itaquera
7354	F	Casado(a)	3	Guaianases
7355	M	Solteiro(a)	1	Itaquera
7356	F	Casado(a)	4	Cidade tiradentes
7357	M	Solteiro(a)	1	Guaianases
7359	F	Casado(a)	4	Itaquera
7361	F	Solteiro(a)	2	Guaianases
7362	M	Solteiro(a)	2	Guaianases
7364	M	Solteiro(a)	3	Cidade tiradentes
7365	F	Solteiro(a)	2	Itaquera
7366	F	Casado(a)	2	Guaianases
7368	F	Solteiro(a)	1	Guaianases
7370	M	Solteiro(a)	3	S�o Miguel Paulista
7373	M	Casado(a)	3	Itaquera
7376	M	Solteiro(a)	2	S�o Miguel Paulista
7377	M	Casado(a)	2	Guaianases
7379	M	Solteiro(a)	1	Cidade tiradentes
7382	F	Casado(a)	3	Vila Prudente
7384	M	Solteiro(a)	5	Guaianases
7387	F	Casado(a)	5	Guaianases
7391	M	Casado(a)	4	Itaquera
7392	M	Solteiro(a)	1	Cidade tiradentes
7393	F	Solteiro(a)	1	Guaianases
7401	M	Casado(a)	2	Guaianases
7403	F	Solteiro(a)	1	S�o Miguel Paulista
7406	F	Casado(a)	1	Guaianases
7407	M	Casado(a)	5	Cidade tiradentes
7408	M	Casado(a)	2	Cidade tiradentes
7409	M	Casado(a)	3	Cidade tiradentes
7410	M	Casado(a)	1	Itaquera
7412	F	Casado(a)	3	Cidade tiradentes
7413	F	Solteiro(a)	3	Guaianases
7416	F	Solteiro(a)	4	Itaquera
7418	F	Solteiro(a)	4	Cidade tiradentes
7420	F	Solteiro(a)	3	Vila Prudente
7424	F	Solteiro(a)	5	S�o Miguel Paulista
7425	M	Solteiro(a)	1	Cidade tiradentes
7432	F	Casado(a)	2	Itaquera
7433	M	Solteiro(a)	1	Guaianases
7434	M	Solteiro(a)	4	Guaianases
7437	M	Solteiro(a)	4	Cidade tiradentes
7438	F	Solteiro(a)	2	Vila Prudente
7439	M	Solteiro(a)	3	Itaquera
7441	M	Casado(a)	3	Guaianases
7444	M	Solteiro(a)	5	Itaquera
7445	F	Solteiro(a)	4	Itaquera
7446	M	Casado(a)	1	Itaquera
7447	M	Solteiro(a)	4	Cidade tiradentes
7448	M	Casado(a)	3	Cidade tiradentes
7449	M	Casado(a)	2	Guaianases
7450	M	Solteiro(a)	4	Vila Prudente
7451	F	Solteiro(a)	4	S�o Miguel Paulista
7452	M	Solteiro(a)	4	Cidade tiradentes
7453	M	Casado(a)	4	Guaianases
7454	M	Casado(a)	2	Cidade tiradentes
7455	M	Solteiro(a)	2	Itaquera
7456	M	Solteiro(a)	1	Vila Prudente
7457	M	Solteiro(a)	1	Itaquera
7459	F	Casado(a)	3	Cidade tiradentes
7460	F	Casado(a)	3	Cidade tiradentes
7461	F	Solteiro(a)	1	Vila Prudente
7462	F	Casado(a)	4	Vila Prudente
